Date,Open,High,Low,Close,Adj Close,Volume
2020-03-31,290.3800048828125,290.4700012207031,280.80999755859375,281.7699890136719,281.7699890136719,127520200
2020-04-01,270.2300109863281,274.1199951171875,259.5400085449219,264.5299987792969,264.5299987792969,103570400
2020-04-02,260.7300109863281,274.70001220703125,260.7300109863281,272.8500061035156,272.8500061035156,106322700
2020-04-03,269.57000732421875,273.0299987792969,261.1199951171875,262.9700012207031,262.9700012207031,108826800
2020-04-06,272.8699951171875,286.2300109863281,272.57000732421875,283.6099853515625,283.6099853515625,93216900
2020-04-07,291.3599853515625,291.44000244140625,279.6499938964844,280.1700134277344,280.1700134277344,99745200
2020-04-08,281.7699890136719,297.5400085449219,279.32000732421875,295.3299865722656,295.3299865722656,86886300
2020-04-09,298.4700012207031,313.95001220703125,298.4700012207031,309.3500061035156,309.3500061035156,112864200
2020-04-13,306.2799987792969,307.1499938964844,296.3699951171875,299.19000244140625,299.19000244140625,64134200
2020-04-14,305.8699951171875,308.5400085449219,302.9800109863281,308.0899963378906,308.0899963378906,72653200
2020-04-15,301.95001220703125,302.8699951171875,296.3399963378906,297.739990234375,297.739990234375,77355900
2020-04-16,299.67999267578125,300.6499938964844,295.1600036621094,297.9599914550781,297.9599914550781,80038500
2020-04-17,303.9200134277344,309.2200012207031,300.260009765625,307.8299865722656,307.8299865722656,72934900
2020-04-20,305.0,305.0,295.5799865722656,295.8699951171875,295.8699951171875,71183300
2020-04-21,291.0799865722656,294.5899963378906,287.8800048828125,291.1199951171875,291.1199951171875,78157600
2020-04-22,296.0199890136719,301.5799865722656,294.6400146484375,299.70001220703125,299.70001220703125,65872900
2020-04-23,299.8699951171875,301.3399963378906,293.0299987792969,294.4200134277344,294.4200134277344,67704100
2020-04-24,294.70001220703125,297.5899963378906,291.30999755859375,296.2699890136719,296.2699890136719,70342800
2020-04-27,298.2900085449219,301.6300048828125,297.8699951171875,299.5,299.5,64678500
2020-04-28,303.8599853515625,306.8900146484375,299.2799987792969,300.55999755859375,300.55999755859375,70815600
2020-04-29,305.2799987792969,305.2799987792969,296.54998779296875,297.79998779296875,297.79998779296875,74781900
2020-04-30,295.9200134277344,295.9200134277344,288.30999755859375,290.7099914550781,290.7099914550781,86214600
2020-05-01,287.6700134277344,287.6700134277344,282.17999267578125,283.6000061035156,283.6000061035156,65564300
2020-05-04,283.8900146484375,286.6199951171875,280.69000244140625,285.739990234375,285.739990234375,66351800
2020-05-05,286.9100036621094,291.7900085449219,286.7300109863281,288.3900146484375,288.3900146484375,68874900
2020-05-06,289.2200012207031,289.2900085449219,277.9700012207031,278.260009765625,278.260009765625,86096100
2020-05-07,281.6000061035156,284.2699890136719,278.94000244140625,279.4800109863281,279.4800109863281,110289000
2020-05-08,282.8699951171875,285.8699951171875,281.45001220703125,285.1000061035156,285.1000061035156,90189300
2020-05-11,282.7099914550781,284.80999755859375,278.70001220703125,283.739990234375,283.739990234375,84368200
2020-05-12,284.6600036621094,285.6400146484375,280.70001220703125,281.17999267578125,281.17999267578125,105607800
2020-05-13,279.5199890136719,280.2300109863281,275.55999755859375,278.6499938964844,278.6499938964844,103699700
2020-05-14,275.760009765625,281.989990234375,271.739990234375,281.29998779296875,281.29998779296875,99333700
2020-05-15,278.9599914550781,278.9599914550781,273.0199890136719,277.3399963378906,277.3399963378906,162257700
2020-05-18,284.54998779296875,290.4700012207031,284.5299987792969,288.82000732421875,288.82000732421875,90352800
2020-05-19,287.0199890136719,288.1000061035156,283.82000732421875,283.9200134277344,283.9200134277344,69082200
2020-05-20,286.2200012207031,288.54998779296875,284.2799987792969,285.3299865722656,285.3299865722656,72339400
2020-05-21,284.70001220703125,286.55999755859375,281.8699951171875,282.4599914550781,282.4599914550781,68051400
2020-05-22,282.30999755859375,285.75,281.54998779296875,285.6700134277344,285.6700134277344,58251000
2020-05-26,290.2900085449219,293.0,287.19000244140625,287.760009765625,287.760009765625,81123700
2020-05-27,292.2900085449219,293.0400085449219,286.92999267578125,290.8299865722656,290.8299865722656,84862400
2020-05-28,294.8299865722656,300.80999755859375,294.5400085449219,299.6600036621094,299.6600036621094,89026600
