Date,Open,High,Low,Close,Adj Close,Volume
2009-06-01,162.42999267578125,169.10000610351562,162.42999267578125,167.3300018310547,167.3300018310547,200856400
2009-06-02,167.3300018310547,170.0,166.7899932861328,169.5500030517578,169.5500030517578,208058600
2009-06-03,169.42999267578125,169.42999267578125,161.27000427246094,163.55999755859375,163.55999755859375,205386600
2009-06-04,163.55999755859375,167.83999633789062,163.4499969482422,167.17999267578125,167.17999267578125,165279400
2009-06-05,167.17999267578125,168.22999572753906,163.4199981689453,164.4499969482422,164.4499969482422,154343500
2009-06-08,165.27999877929688,165.27999877929688,160.74000549316406,163.6999969482422,163.6999969482422,155706500
2009-06-09,163.6999969482422,168.52000427246094,163.6999969482422,167.47999572753906,167.47999572753906,172803300
2009-06-10,167.47999572753906,169.6999969482422,164.14999389648438,167.6199951171875,167.6199951171875,199413100
2009-06-11,167.60000610351562,171.72999572753906,167.60000610351562,170.88999938964844,170.88999938964844,135529100
2009-06-12,169.77000427246094,169.77000427246094,166.0500030517578,167.6699981689453,167.6699981689453,169388400
2009-06-15,167.6699981689453,167.6699981689453,161.05999755859375,161.7899932861328,161.7899932861328,156834800
2009-06-16,161.7899932861328,163.47999572753906,157.5500030517578,157.92999267578125,157.92999267578125,190714800
2009-06-17,157.92999267578125,158.02000427246094,153.69000244140625,155.9600067138672,155.9600067138672,201139200
2009-06-18,155.9499969482422,159.1699981689453,155.05999755859375,157.1699981689453,157.1699981689453,151449300
2009-06-19,157.1699981689453,159.2100067138672,155.58999633789062,156.94000244140625,156.94000244140625,173046900
2009-06-22,156.94000244140625,156.94000244140625,148.57000732421875,148.64999389648438,148.64999389648438,190220000
2009-06-23,148.64999389648438,151.91000366210938,147.8000030517578,151.19000244140625,151.19000244140625,192272800
2009-06-24,151.19000244140625,155.6999969482422,151.19000244140625,152.39999389648438,152.39999389648438,190144300
2009-06-25,152.39999389648438,155.60000610351562,150.61000061035156,155.57000732421875,155.57000732421875,156086900
2009-06-26,155.41000366210938,156.24000549316406,154.41000366210938,155.41000366210938,155.41000366210938,146212000
2009-06-29,155.35000610351562,157.17999267578125,154.3000030517578,156.5500030517578,156.5500030517578,87043000
2009-06-30,156.4199981689453,157.36000061035156,153.72000122070312,154.47999572753906,154.47999572753906,150908500
2009-07-01,154.47999572753906,158.14999389648438,154.47999572753906,154.77000427246094,154.77000427246094,133991900
2009-07-02,154.77000427246094,154.77000427246094,150.2899932861328,150.2899932861328,150.2899932861328,120475100
2009-07-06,150.2899932861328,150.2899932861328,146.60000610351562,149.30999755859375,149.30999755859375,176759200
2009-07-07,149.30999755859375,149.4499969482422,145.49000549316406,145.57000732421875,145.57000732421875,184601700
2009-07-08,145.57000732421875,148.07000732421875,142.94000244140625,145.1199951171875,145.1199951171875,224173100
2009-07-09,145.1199951171875,147.9499969482422,145.1199951171875,146.52999877929688,146.52999877929688,213916800
2009-07-10,146.52999877929688,147.27999877929688,143.2899932861328,145.9199981689453,145.9199981689453,129897300
2009-07-13,145.9199981689453,149.22999572753906,143.49000549316406,148.94000244140625,148.94000244140625,91567000
2009-07-14,149.88999938964844,151.8699951171875,148.9600067138672,150.97000122070312,150.97000122070312,123635200
2009-07-15,150.97000122070312,157.17999267578125,150.97000122070312,157.05999755859375,157.05999755859375,171535700
2009-07-16,157.05999755859375,159.5500030517578,156.52000427246094,159.0800018310547,159.0800018310547,158687600
