Date,Open,High,Low,Close,Adj Close,Volume
2001-02-28,368.8399963378906,368.8399963378906,368.8399963378906,368.8399963378906,368.8399963378906,0
2001-03-01,368.6499938964844,368.6499938964844,368.6499938964844,368.6499938964844,368.6499938964844,0
2001-03-02,368.7799987792969,368.7799987792969,368.7799987792969,368.7799987792969,368.7799987792969,0
2001-03-05,368.32000732421875,368.32000732421875,368.32000732421875,368.32000732421875,368.32000732421875,0
2001-03-06,369.239990234375,369.239990234375,369.239990234375,369.239990234375,369.239990234375,0
2001-03-07,377.29998779296875,377.29998779296875,377.29998779296875,377.29998779296875,377.29998779296875,0
2001-03-08,378.2099914550781,378.2099914550781,378.2099914550781,378.2099914550781,378.2099914550781,0
2001-03-09,368.9599914550781,368.9599914550781,368.9599914550781,368.9599914550781,368.9599914550781,0
2001-03-12,351.19000244140625,351.19000244140625,351.19000244140625,351.19000244140625,351.19000244140625,0
2001-03-13,360.19000244140625,360.19000244140625,360.19000244140625,360.19000244140625,360.19000244140625,0
2001-03-14,343.9100036621094,343.9100036621094,343.9100036621094,343.9100036621094,343.9100036621094,0
2001-03-15,353.69000244140625,353.69000244140625,353.69000244140625,353.69000244140625,353.69000244140625,0
2001-03-16,348.7300109863281,348.7300109863281,348.7300109863281,348.7300109863281,348.7300109863281,0
2001-03-19,352.8500061035156,352.8500061035156,352.8500061035156,352.8500061035156,352.8500061035156,0
2001-03-20,343.4599914550781,343.4599914550781,343.4599914550781,343.4599914550781,343.4599914550781,0
2001-03-21,333.30999755859375,333.30999755859375,333.30999755859375,333.30999755859375,333.30999755859375,0
2001-03-22,325.70001220703125,325.70001220703125,325.70001220703125,325.70001220703125,325.70001220703125,0
2001-03-23,338.2300109863281,338.2300109863281,338.2300109863281,338.2300109863281,338.2300109863281,0
2001-03-26,343.6199951171875,343.6199951171875,343.6199951171875,343.6199951171875,343.6199951171875,0
2001-03-27,354.6700134277344,354.6700134277344,354.6700134277344,354.6700134277344,354.6700134277344,0
2001-03-28,351.5899963378906,351.5899963378906,351.5899963378906,351.5899963378906,351.5899963378906,0
2001-03-29,349.54998779296875,349.54998779296875,349.54998779296875,349.54998779296875,349.54998779296875,0
