Date,Open,High,Low,Close,Adj Close,Volume
2020-01-31,1720.6800537109375,1720.6800537109375,1667.75,1673.9100341796875,1673.9100341796875,487826500
2020-02-03,1673.9100341796875,1699.5,1672.5999755859375,1695.989990234375,1695.989990234375,381724300
2020-02-04,1695.989990234375,1743.5699462890625,1695.989990234375,1740.06005859375,1740.06005859375,377575000
2020-02-05,1740.06005859375,1768.22998046875,1737.530029296875,1750.550048828125,1750.550048828125,391162800
2020-02-06,1750.550048828125,1766.1500244140625,1749.02001953125,1766.0,1766.0,338825600
2020-02-07,1766.0,1766.0,1744.77001953125,1748.739990234375,1748.739990234375,361887700
2020-02-10,1748.739990234375,1772.47998046875,1737.6600341796875,1772.3599853515625,1772.3599853515625,351985600
2020-02-11,1772.3599853515625,1787.0699462890625,1760.8699951171875,1766.25,1766.25,401573400
2020-02-12,1766.25,1785.8900146484375,1766.25,1785.010009765625,1785.010009765625,423361600
2020-02-13,1785.010009765625,1789.6600341796875,1768.68994140625,1779.6800537109375,1779.6800537109375,415694200
2020-02-14,1779.6800537109375,1790.989990234375,1778.3499755859375,1788.469970703125,1788.469970703125,350165500
2020-02-18,1788.469970703125,1788.469970703125,1771.8299560546875,1782.22998046875,1782.22998046875,374175000
2020-02-19,1782.22998046875,1804.1800537109375,1782.22998046875,1801.6099853515625,1801.6099853515625,359256900
2020-02-20,1801.6099853515625,1801.9200439453125,1758.949951171875,1783.4200439453125,1783.4200439453125,409296200
2020-02-21,1783.4200439453125,1783.4200439453125,1732.43994140625,1743.280029296875,1743.280029296875,458158300
2020-02-24,1743.280029296875,1743.280029296875,1645.5,1670.3199462890625,1670.3199462890625,569191700
2020-02-25,1670.3199462890625,1691.1600341796875,1611.1400146484375,1617.1800537109375,1617.1800537109375,673603700
2020-02-26,1617.1800537109375,1659.3499755859375,1612.1700439453125,1623.6300048828125,1623.6300048828125,560119900
